freq,c_dest,purpose,duration,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,HU,TOTAL,N_GE1,NR,NO	: 	50133 u	: u	: u	84881 u	: u	: u	: 	: 	: u	: 	: 
A,HU,TOTAL,N_GE1,NR,PL	246931 	203896 u	186492 b	243305 	258116 	271043 	290998 	296887 	124600 	157512 	249502 	291923 
A,HU,TOTAL,N_GE1,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	19347 
A,HU,TOTAL,N_GE1,NR,RO	96607 	126290 	107037 	94616 	115227 	110777 	116548 	155042 	59659 	36063 	98219 	36245 
A,HU,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	89797 u	: 	: 	: 	: 	: 
A,HU,TOTAL,N_GE1,NR,SE	: 	: 	: u	125793 u	126140 u	151104 u	253712 u	180682 u	: u	: u	: u	: 
A,HU,TOTAL,N_GE1,NR,SI	33589 u	27201 u	46182 u	: u	34664 u	64434 u	39805 u	51520 u	: u	34895 	42823 	53665 
A,HU,TOTAL,N_GE1,NR,SK	282851 	108967 bu	255013 u	241919 u	275299 u	306764 	307994 	261250 	76734 	104426 	369360 	364777 
A,HU,TOTAL,N_GE1,NR,UK	291685 	316279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IE,TOTAL,N_GE1,NR,AT	57057 u	98354 u	63278 u	45296 u	91453 u	77969 u	89625 u	107885 u	: u	: u	94735 	92743 
A,IE,TOTAL,N_GE1,NR,BE	: u	41566 u	71616 u	34912 u	93281 u	91704 b	60370 u	80593 u	: u	: u	58288 	66776 
A,IE,TOTAL,N_GE1,NR,BG	: 	: 	: 	: 	: u	: u	: u	: u	: 	: u	: 	: 
A,IE,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,IE,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u
A,IE,TOTAL,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,IE,TOTAL,N_GE1,NR,DE	: u	816946 u	608565 u	613248 u	684025 u	823927 u	1119241 u	748310 u	: u	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,IE,TOTAL,N_GE1,NR,EA20	7609553 	8197570 	8383699 	8257706 	9048801 	9750901 	10697823 	10964207 	6397888 	4780381 	11774033 	11412504 
A,IE,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,IE,TOTAL,N_GE1,NR,EL	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,ES	115754 	150476 	106157 	95357 bu	162135 	182164 	190612 	233460 	: u	43651 	145026 	206616 
A,IE,TOTAL,N_GE1,NR,EU27_2020	7798449 e	8418524 e	8621034 	8514509 	9301514 	10212712 	11087861 	11347067 	6492877 	4866365 	12067494 	11736354 e
A,IE,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,FR	283625 	268249 	350823 	228338 	300951 	482269 	316593 	274228 	: u	: u	276008 	343964 
A,IE,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,HU	7444 	9665 	7344 u	5353 u	7664 u	7402 u	13902 u	11629 u	: u	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,IE	6450242 	6547855 	6885695 	6920667 	7254642 	7575146 	8597288 	9118924 	6085260 	4441076 	10517093 	9724923 
A,IE,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IE,TOTAL,N_GE1,NR,LT	54718 	60411 	56460 	41515 	50970 	50189 	37097 	35911 	8243 	12791 	43274 	50462 
A,IE,TOTAL,N_GE1,NR,LU	9458 u	6576 u	12700 u	9019 u	10365 u	11839 u	17564 u	20416 u	: u	5164 	15476 	16592 
A,IE,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	31160 	: u
A,IE,TOTAL,N_GE1,NR,MT	3445 	3411 	: u	: u	: u	9012 u	6003 u	10021 u	: u	: u	5545 	: u
A,IE,TOTAL,N_GE1,NR,NL	69541 bu	83721 u	75692 u	115949 	125223 u	146208 	119192 	107069 	: u	62255 	149974 	143360 
A,IE,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,IE,TOTAL,N_GE1,NR,PL	113688 u	113715 u	159287 b	152160 	172191 	188230 	200113 	220129 	68781 	57995 	154831 	174864 
A,IE,TOTAL,N_GE1,NR,PT	: u	: u	15001 u	: u	: u	17174 u	: u	33699 u	: u	: u	11395 	36507 
A,IE,TOTAL,N_GE1,NR,RO	: 	: u	: u	: u	: u	: 	: u	: 	: u	: 	: u	: 
A,IE,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	198418 u	124400 u	: u	: u	: u	: u	: 
A,IE,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u
A,IE,TOTAL,N_GE1,NR,SK	: u	: 	: 	: 	: u	: u	: u	: u	: 	: u	: 	: u
A,IE,TOTAL,N_GE1,NR,UK	1965902 	2015345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IS,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	47186 
A,IS,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,BG	: 	: u	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,IS,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,IS,TOTAL,N_GE1,NR,CY	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: u
A,IS,TOTAL,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 
A,IS,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,IS,TOTAL,N_GE1,NR,EA20	263774 	324920 	331565 	407758 	447772 	353958 	557550 	454200 	183696 	206125 	707872 	650510 
A,IS,TOTAL,N_GE1,NR,EE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,EL	: u	: 	: u	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	48115 u	85987 u	: u	: u	: u	42754 
A,IS,TOTAL,N_GE1,NR,EU27_2020	323669 e	383879 e	396644 	502005 	518817 	492646 	648460 	575374 	228060 	258402 	825815 	785504 e
A,IS,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,FR	: u	: u	93024 u	: u	77066 u	: u	: u	: u	: u	: u	: u	118218 
A,IS,TOTAL,N_GE1,NR,HR	: u	: 	: u	: u	: 	: u	: u	: u	: 	: 	: u	: 
A,IS,TOTAL,N_GE1,NR,HU	: u	: u	: u	: u	: u	7081 u	: u	: u	: u	: u	: 	: u
A,IS,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	48780 u	: u	: 	: u	: u
A,IS,TOTAL,N_GE1,NR,IT	: u	: 	: 	: 	: u	: 	: 	: u	: 	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	4904 u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,LV	: u	: 	: 	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,IS,TOTAL,N_GE1,NR,NL	: u	: u	: u	56577 u	: u	74494 u	56616 u	44328 u	: u	36568 	115757 	101003 
A,IS,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,IS,TOTAL,N_GE1,NR,PL	: u	: u	: u	: u	14471 u	15967 u	18352 u	17884 u	6319 	11432 	19656 	29823 
A,IS,TOTAL,N_GE1,NR,PT	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,IS,TOTAL,N_GE1,NR,SI	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: u
A,IS,TOTAL,N_GE1,NR,SK	: u	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 	: 
A,IS,TOTAL,N_GE1,NR,UK	76514 	120623 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IT,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	285882 	: 	294824 	55274 	: 	: 	: 
A,IT,TOTAL,N_GE1,NR,AT	2083443 	1931613 	2032915 	1971202 	2177651 	2220577 	2057542 	2269218 	749111 	1994044 	2996519 	2986772 
A,IT,TOTAL,N_GE1,NR,BE	651699 	773175 	746147 	814879 	830860 	877203 b	820454 	1075830 	409608 	575353 	1037864 	1113354 
A,IT,TOTAL,N_GE1,NR,BG	27946 bu	29111 u	36207 u	30944 u	29366 u	72558 	63497 u	47605 u	: u	: u	68998 	79957 
A,IT,TOTAL,N_GE1,NR,CH	1913369 	1723806 	2385562 	2451687 	2527618 	2591547 	2732770 	2347058 	1181665 	1337503 	2477796 	: 
A,IT,TOTAL,N_GE1,NR,CY	34158 b	33481 	24719 u	33125 	31663 u	36285 u	45170 u	42779 u	: u	: u	59873 	81080 
A,IT,TOTAL,N_GE1,NR,CZ	675128 	603604 	654441 	576377 	651188 	742778 	720981 	721043 	169609 	264606 	619263 	731210 
A,IT,TOTAL,N_GE1,NR,DE	10734702 	10471824 	9485428 	10645721 	11548473 	10972666 	13572692 	11633147 	4151171 	7551822 	12064316 	12723646 
A,IT,TOTAL,N_GE1,NR,DK	426921 	584845 b	586990 	420329 	479569 	418428 	355435 	637193 	169458 	257352 	496769 	: 
A,IT,TOTAL,N_GE1,NR,EA20	70644523 	60616032 	62741441 	61607374 	69208024 	67119405 	79594975 	71719974 	36846100 	46826507 	63378017 	62994412 
A,IT,TOTAL,N_GE1,NR,EE	: u	41084 u	41554 	49411 	39013 u	45336 u	87560 	58298 	: u	41871 	93663 	100413 
A,IT,TOTAL,N_GE1,NR,EL	43892 	76389 	79335 	76067 	66840 	74432 	88376 	75720 	24324 	53663 	107751 	117510 
A,IT,TOTAL,N_GE1,NR,ES	1190017 	997727 	1087786 	1262857 b	1450755 	1291884 	1852853 	1894788 	328290 	761366 	1613778 	1905511 
A,IT,TOTAL,N_GE1,NR,EU27_2020	73094100 e	63239107 e	65602116 	64265447 	72233133 	70941403 	83353948 	76035252 	37911817 	48214558 	68461779 	68551363 e
A,IT,TOTAL,N_GE1,NR,FI	273508 b	261034 	330234 	275769 	319758 	253844 	364759 	353641 	: u	: u	275392 	352972 
A,IT,TOTAL,N_GE1,NR,FR	2777037 	2986097 	3258636 	3098647 	3050903 	3388336 	3709244 	3484102 	1201979 	1759487 	3563464 	4110595 
A,IT,TOTAL,N_GE1,NR,HR	288164 	299429 	256969 	451649 	203438 	209620 	212650 	238183 	26685 	40480 	112907 	256464 
A,IT,TOTAL,N_GE1,NR,HU	167569 	148156 	202493 	256549 	271598 	371237 	400288 	497997 	118348 	136412 	426484 	447462 
A,IT,TOTAL,N_GE1,NR,IE	283485 	249173 	227950 	347319 	294590 	370579 	361584 	473502 	76413 	59886 	485300 	527898 
A,IT,TOTAL,N_GE1,NR,IT	50614621 	40815094 	43516686 b	40676346 	47137014 	45046373 	53850080 	47582528 	29134016 	32361461 	38008674 	35532405 
A,IT,TOTAL,N_GE1,NR,LT	39600 	51642 	57590 	69419 	61222 	61943 	82432 	84821 	24141 	27087 	51746 	67305 
A,IT,TOTAL,N_GE1,NR,LU	114765 	97256 	116310 	106852 	119362 	175050 	233374 	211988 	100080 	138600 	229543 	236001 
A,IT,TOTAL,N_GE1,NR,LV	64143 u	: u	59323 u	63609 u	72563 u	31763 u	60392 u	: u	: u	39548 	95911 	97974 
A,IT,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	17835 u	30832 u	: 	: 	: 	: 	: 	: 
A,IT,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	23237 u	: u	: u	: 	: 
A,IT,TOTAL,N_GE1,NR,MT	77048 	98992 	110559 b	139313 	127174 	174875 	203762 	196635 	65940 	125422 	230595 	291819 
A,IT,TOTAL,N_GE1,NR,NL	925596 b	919520 	941121 	1000673 	1178151 	1298040 	1320244 	1208350 	333929 	993555 	1639017 	1613087 
A,IT,TOTAL,N_GE1,NR,NO	: 	287330 	344880 	397190 	351321 	399584 	337859 	: 	: 	: u	: 	: 
A,IT,TOTAL,N_GE1,NR,PL	670549 	751685 	826608 b	879009 	936111 	999935 	1055127 	1114411 	392620 	383407 	1046706 	1194827 
A,IT,TOTAL,N_GE1,NR,PT	61953 	61493 	70677 	63752 	81995 	93967 	129985 	172906 	35765 	48134 	154113 	201698 
A,IT,TOTAL,N_GE1,NR,RO	156042 	186756 	239394 	207074 	270528 	247766 	252234 	298645 	48672 	120820 	204103 	229758 
A,IT,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,IT,TOTAL,N_GE1,NR,SE	: 	: 	314542 	287791 	386749 	969297 	911412 	998384 	155253 	: u	2221438 	: 
A,IT,TOTAL,N_GE1,NR,SI	151500 	170386 	157100 	217133 	151689 	207630 	236103 	288514 	87143 	120427 	264993 	365292 
A,IT,TOTAL,N_GE1,NR,SK	212127 u	251002 b	: u	243631 u	264911 u	289000 u	305719 	339716 	: u	47589 	292598 	312617 
A,IT,TOTAL,N_GE1,NR,UK	2507717 	2664095 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,JP,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	32075 bu	: u	38656 u	: u	: u	: u	: u
A,JP,TOTAL,N_GE1,NR,BG	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,CH	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: 
A,JP,TOTAL,N_GE1,NR,CY	: u	: u	: 	: u	: 	: u	: 	: u	: 	: 	: 	: u
A,JP,TOTAL,N_GE1,NR,CZ	: 	: 	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,JP,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,EA20	225512 	346837 	385534 	371553 	593534 	603378 	731926 	931293 	75296 	: u	62337 	645185 
A,JP,TOTAL,N_GE1,NR,EE	: 	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: u
A,JP,TOTAL,N_GE1,NR,EL	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,ES	: u	: u	34427 u	: u	: u	55160 u	91059 u	102683 u	: u	: u	: u	92155 
A,JP,TOTAL,N_GE1,NR,EU27_2020	286527 e	441410 e	456156 	450647 	668978 	684785 	891152 	1072342 	89665 	: u	75882 	672192 e
A,JP,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,FR	: u	: u	113941 u	96456 u	108292 u	123962 u	158949 u	175601 u	: u	: 	: u	158226 
A,JP,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,HU	3053 u	3571 u	4887 u	6817 u	6758 u	9467 u	: u	13781 u	: u	: u	: u	: u
A,JP,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	41076 u	7000 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	11868 u	: u	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,LV	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,MT	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,JP,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	39353 u	: u	: 	: u	79259 
A,JP,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,PL	: 	: u	: u	: u	: u	: u	24286 u	26723 u	: u	: u	: u	15281 
A,JP,TOTAL,N_GE1,NR,PT	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u
A,JP,TOTAL,N_GE1,NR,RO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u
A,JP,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
A,JP,TOTAL,N_GE1,NR,SI	: 	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u
A,JP,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,JP,TOTAL,N_GE1,NR,UK	93899 	92413 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u
A,KR,TOTAL,N_GE1,NR,BE	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,BG	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 
A,KR,TOTAL,N_GE1,NR,CY	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,CZ	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: 	: u	: u	: 	: u	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,DK	: u	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,EA20	129736 u	: u	: u	54446 u	100643 u	105202 u	220659 u	133333 u	: u	: u	134365 	105167 
A,KR,TOTAL,N_GE1,NR,EE	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	: u	: 
A,KR,TOTAL,N_GE1,NR,EL	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,ES	: u	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: u
A,KR,TOTAL,N_GE1,NR,EU27_2020	145847 e	: u	117392 u	65114 u	121465 	124055 u	248406 	181234 	55162 	: u	137775 	122777 e
A,KR,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u
A,KR,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,HR	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,HU	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,KR,TOTAL,N_GE1,NR,IE	: u	: 	: 	: u	: u	: 	: u	: 	: 	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,IT	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,KR,TOTAL,N_GE1,NR,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,LU	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,KR,TOTAL,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,MT	: 	: u	: 	: u	: 	: 	: u	: u	: 	: 	: u	: u
A,KR,TOTAL,N_GE1,NR,NL	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,KR,TOTAL,N_GE1,NR,NO	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,KR,TOTAL,N_GE1,NR,PL	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,KR,TOTAL,N_GE1,NR,PT	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: u
A,KR,TOTAL,N_GE1,NR,SE	: 	: 	: u	: 	: u	: u	: u	: u	: 	: u	: 	: 
A,KR,TOTAL,N_GE1,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,KR,TOTAL,N_GE1,NR,SK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u
A,KR,TOTAL,N_GE1,NR,UK	44387 	42464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LT,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,LT,TOTAL,N_GE1,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,BG	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,LT,TOTAL,N_GE1,NR,CH	: 	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 
A,LT,TOTAL,N_GE1,NR,CY	: u	: u	: u	: u	: 	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,CZ	: u	: u	: 	: 	: 	: 	: u	: u	: 	: 	: u	: u
A,LT,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,LT,TOTAL,N_GE1,NR,EA20	2891909 	2859637 	3011088 	3040301 	3065987 	2897698 	3097942 	3333003 	2623543 	3237585 	3966571 	4565364 
A,LT,TOTAL,N_GE1,NR,EE	: u	37050 u	51199 	41597 u	65394 	42130 u	75251 	64166 	39008 	: u	40761 	62505 
A,LT,TOTAL,N_GE1,NR,EL	: 	: u	: 	: 	: 	: u	: u	: u	: 	: u	: 	: u
A,LT,TOTAL,N_GE1,NR,ES	49690 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 
A,LT,TOTAL,N_GE1,NR,EU27_2020	3085368 e	3061236 e	3184428 	3235122 	3281586 	3254558 	3341596 	3667547 	2745826 	3370327 	4145777 	4768886 e
A,LT,TOTAL,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,HU	: u	: u	: u	: 	: u	: u	: 	7992 u	: u	: 	: u	: 
A,LT,TOTAL,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,IT	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u
A,LT,TOTAL,N_GE1,NR,LT	2515457 	2588650 	2649216 	2663154 	2554103 	2528015 	2640801 	2826940 	2437675 	3089753 	3595009 	3920071 
A,LT,TOTAL,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,LV	152406 	123065 	155856 	171482 	212477 	153700 	156905 	166138 	54085 	30568 	154386 	222555 
A,LT,TOTAL,N_GE1,NR,MT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,NO	: 	: u	: u	77044 u	: u	76770 u	93575 u	: 	: 	: u	: 	: 
A,LT,TOTAL,N_GE1,NR,PL	165548 u	146560 u	141555 b	150130 	178858 	176410 	189697 	195508 	101057 	113981 	147216 	172622 
A,LT,TOTAL,N_GE1,NR,PT	: u	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,LT,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,LT,TOTAL,N_GE1,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,LT,TOTAL,N_GE1,NR,SI	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,LT,TOTAL,N_GE1,NR,UK	170522 	174508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,LU,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,LU,TOTAL,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LU,TOTAL,N_GE1,NR,BE	87251 u	136669 	102060 	216535 	131851 	181053 b	171324 	134758 	79701 	95722 	196448 	135414 
A,LU,TOTAL,N_GE1,NR,BG	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,LU,TOTAL,N_GE1,NR,CH	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: u	: 
A,LU,TOTAL,N_GE1,NR,CY	: u	: u	: 	: u	: u	: 	: 	: u	: 	: 	: 	: u
A,LU,TOTAL,N_GE1,NR,CZ	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: u	: 
A,LU,TOTAL,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,LU,TOTAL,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 	: 
A,LU,TOTAL,N_GE1,NR,EA20	579213 	842048 	562371 	780433 	752099 	698818 	940346 	829958 	695428 	973400 	1117279 	1308120 
A,LU,TOTAL,N_GE1,NR,EE	: 	: u	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u
A,LU,TOTAL,N_GE1,NR,EL	: 	: u	: 	: u	: u	: 	: 	: u	: u	: u	: u	: u
A,LU,TOTAL,N_GE1,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
